Índice	Disciplina	Código global	Título
28877	Pedagogia	125.20.4.1.2	Planejamento Instrumental/Normativo
28878	Pedagogia	125.20.4.1.3	Planejamento Participativo
28879	Pedagogia	125.20.4.2	Dimensões do planejamento
28880	Pedagogia	125.20.4.2.1	Dimensão política
28881	Pedagogia	125.20.4.2.2	Dimensão técnica
28882	Pedagogia	125.20.5	Funções do planejamento
28883	Pedagogia	125.20.6	Requisitos do planejamento
28884	Pedagogia	125.20.7	Elementos do planejamento de ensino
28885	Pedagogia	125.20.7.1	Objetivos
28886	Pedagogia	125.20.7.2	Conteúdos
28887	Pedagogia	125.20.7.3	Metodologia
28888	Pedagogia	125.20.7.4	Recursos didáticos
28889	Pedagogia	125.20.7.5	Avaliação da aprendizagem
28890	Pedagogia	125.20.8	Ensino por competências
28891	Pedagogia	125.21	Avaliação Educacional
28892	Pedagogia	125.21.1	Avaliação da Educação Básica e no Ensino Superior
28893	Pedagogia	125.21.2	Modalidades da Avaliação
28894	Pedagogia	125.21.3	Avaliação e Indicadores de Qualidade na Educação
28895	Pedagogia	125.21.4	Avaliação Escolar e suas Implicações Pedagógicas
28896	Pedagogia	125.21.5	Avaliação Institucional de Desempenho e de Aprendizagem
28897	Pedagogia	125.21.6	Avaliação Sistêmica
28898	Pedagogia	125.21.6.1	SAEB
28899	Pedagogia	125.21.6.2	ANEB
28900	Pedagogia	125.21.6.3	Prova Brasil
28901	Pedagogia	125.21.6.4	Provinha Brasil
28902	Pedagogia	125.21.7	Funções da Avaliação Escolar e a Análise dos Resultados
28903	Pedagogia	125.21.7.1	Práticas avaliativas
28904	Pedagogia	125.21.7.1.1	Sujeitos
28905	Pedagogia	125.21.7.1.2	Objetos
28906	Pedagogia	125.21.7.1.3	Métodos de avaliação
28907	Pedagogia	125.22	Tecnologias Educacionais
28908	Pedagogia	125.22.1	Tecnologias da Informação e Comunicação (TIC) nas práticas educativas
28909	Pedagogia	125.22.2	Mídias, comunicação e tecnologias da educação
28910	Pedagogia	125.23	Formação do Professor
28911	Pedagogia	125.23.1	Conceitos e princípios da formação do professor
28912	Pedagogia	125.23.2	Funções, saberes e identidade profissional do professor
28913	Pedagogia	125.23.3	Competências e habilidades do professor
28914	Pedagogia	125.23.4	Formação continuada do professor
28915	Pedagogia	125.23.5	Tipos de pesquisa e a docência
28916	Pedagogia	125.23.6	Interações professor-aluno
28917	Pedagogia	125.24	Gestão ou Administração Educacional
28918	Pedagogia	125.24.1	Modelos de gestão escolar
28919	Pedagogia	125.24.2	Equipes de supervisão e aconselhamento
28920	Pedagogia	125.24.3	Liderança em educação
28921	Pedagogia	125.24.4	Rotinas administrativas
28922	Pedagogia	125.24.5	Descentralização e autonomia
28923	Pedagogia	125.24.6	Planejamento estratégico educacional
28924	Pedagogia	125.24.7	Competências e habilidades do gestor educacional
28925	Pedagogia	125.24.8	Papel da família
28926	Pedagogia	125.24.9	Funções da escola e da educação
28927	Pedagogia	125.24.10	Equipes de apoio
28928	Pedagogia	125.24.11	Primeiros Socorros no Ambiente Escolar
28929	Pedagogia	125.25	Fundamentos e Metodologias de Ensino das Diversas Disciplinas
28930	Pedagogia	125.25.1	Fundamentos e metodologias de ensino das ciências humanas
28931	Pedagogia	125.25.1.1	Conceito de ciência
28932	Pedagogia	125.25.1.2	Objeto das ciências humanas
28933	Pedagogia	125.25.1.3	Concepções teóricas acerca das ciências humanas
28934	Pedagogia	125.25.1.4	Método das ciências humanas
28935	Pedagogia	125.25.1.4.1	Ciências humanas na educação infantil
28936	Pedagogia	125.25.1.4.2	Ciências humanas no ensino fundamental
28937	Pedagogia	125.25.1.4.3	Ciências humanas no ensino médio
28938	Pedagogia	125.25.1.5	Alternativas metodológicas para o ensino das ciências humanas
28939	Pedagogia	125.25.1.6	Fundamentos e metodologias de ensino das ciências biológicas
28940	Pedagogia	125.25.1.7	Conceito de ciência
28941	Pedagogia	125.25.1.8	Objeto das ciências biológicas
28942	Pedagogia	125.25.1.9	Procedimentos metodológicos para ensino das ciências biológicas
28943	Pedagogia	125.25.1.9.1	Ciências biológicas no ensino infantil
28944	Pedagogia	125.25.1.9.2	Ciências biológicas no ensino fundamental
28945	Pedagogia	125.25.1.9.3	Ciências biológicas no ensino médio
28946	Pedagogia	125.25.1.10	Fundamentos e metodologias de ensino das ciências exatas
28947	Pedagogia	125.25.1.10.1	Conceito de ciência
28948	Pedagogia	125.25.1.10.2	Objeto das ciências exatas
28949	Pedagogia	125.25.1.11	Procedimentos metodológicos para ensino das ciências exatas
28950	Pedagogia	125.25.1.11.1	Ciências exatas no ensino infantil
28951	Pedagogia	125.25.1.11.2	Ciências exatas no ensino fundamental
28952	Pedagogia	125.25.1.11.3	Ciências exatas no ensino médio
28953	Pedagogia	125.26	Autores filosóficos, psicológicos, históricos e sociológicos da educação
28954	Pedagogia	125.26.1	Piaget
28955	Pedagogia	125.26.1.1	Assimilação, acomodação e equilibração
28956	Pedagogia	125.26.1.2	Estágios de desenvolvimento
28957	Pedagogia	125.26.1.3	Moral segundo Piaget
28958	Pedagogia	125.26.1.4	O brincar/o jogo
28959	Pedagogia	125.26.1.5	Construção do pensamento lógico-matemático
28960	Pedagogia	125.26.2	Vygotsky
28961	Pedagogia	125.26.2.1	Papel da cultura e da biologia para Vygotsky
28962	Pedagogia	125.26.2.2	Importância da linguagem
28963	Pedagogia	125.26.2.3	Papel da mediação
28964	Pedagogia	125.26.3	Wallon
28965	Pedagogia	125.26.3.1	Ato motor e ato mental
28966	Pedagogia	125.26.3.2	Fases do desenvolvimento motor
28967	Pedagogia	125.26.3.3	Desenvolvimento cognitivo
28968	Pedagogia	125.26.3.4	Afetividade
28969	Pedagogia	125.26.4	Freud
28970	Pedagogia	125.26.4.1	Desenvolvimento psicossexual
28971	Pedagogia	125.26.5	Paulo Freire
28972	Pedagogia	125.26.5.1	Pedagogias do oprimido
28973	Pedagogia	125.26.5.2	Pedagogia da autonomia
28974	Pedagogia	125.26.5.3	Método de Paulo Freire
28975	Pedagogia	125.26.5.4	Pedagogia da libertação
28976	Pedagogia	125.26.6	Charlot
28977	Pedagogia	125.26.7	Cury
28978	Pedagogia	125.26.8	Durkhein
28979	Pedagogia	125.26.9	Emilia Ferreiro
28980	Pedagogia	125.26.10	Libâneo
28981	Pedagogia	125.26.11	Luckesi
28982	Pedagogia	125.26.12	Perrenoud
28983	Pedagogia	125.26.13	Zabala
28984	Pedagogia	125.26.14	Moran
28985	Pedagogia	125.27	Ensino Fundamental
28986	Pedagogia	125.28	Cooperação Acadêmica
28987	Política Internacional	126.1	Política Externa EUA
28988	Política Internacional	126.1.1	Aliança para o Progresso
28989	Política Internacional	126.2	Política Externa Brasileira
28990	Política Internacional	126.2.1	Relações Bilaterais do Brasil
28991	Política Internacional	126.2.1.1	Brasil-EUA
28992	Política Internacional	126.2.1.2	Brasil-Argentina
28993	Política Internacional	126.2.1.3	Brasil-Índia
28994	Política Internacional	126.2.1.4	Brasil-China
28995	Política Internacional	126.2.1.5	Brasil-Continente africano
28996	Política Internacional	126.2.1.6	Brasil-União Europeia
28997	Política Internacional	126.2.1.7	Brasil-França
28998	Política Internacional	126.2.1.8	Brasil-Paraguai
28999	Política Internacional	126.3	Meio Ambiente (Regime Internacional de Proteção do Meio Ambiente)
29000	Política Internacional	126.3.1	Conferências
29001	Política Internacional	126.4	Organizações Internacionais
29002	Política Internacional	126.4.1	Organização das Nações Unidas - ONU
29003	Política Internacional	126.4.1.1	UNESCO - Organização das Nações Unidas para a Educação, a Ciência e a Cultura
29004	Política Internacional	126.4.1.3	CEPAL - Comissão Econômica para América Latina e Caribe
29005	Política Internacional	126.4.1.4	Conselho de Segurança das Nações Unidas
29006	Política Internacional	126.4.2	Organização Internacional do Trabalho - OIT
29007	Política Internacional	126.5	Blocos inter-regionais & de geometria variável
29008	Política Internacional	126.5.1	Mercado Comum do Sul - Mercosul
29009	Política Internacional	126.5.2	União Européia - UE
29010	Política Internacional	126.5.3	Área de Livre Comércio da Américas - ALCA
29011	Política Internacional	126.5.4	Tratado Norte-Americano de Livre Comércio - NAFTA
29012	Política Internacional	126.5.5	União de Nações Sul-Americanas - UNASUL
29013	Política Internacional	126.5.6	Pacto Andino
29014	Política Internacional	126.5.7	BRICS
29015	Política Internacional	126.6	Sistema Financeiro Internacional & Comércio Internacional
29016	Política Internacional	126.6.1	Fundo Monetário Internacional - FMI
29017	Política Internacional	126.6.2	Banco Mundial - BIRD
29018	Política Internacional	126.6.3	Organização Mundial do Comércio - OMC
29019	Política Internacional	126.6.3.1	Rodada Uruguai
29020	Política Internacional	126.6.3.2	Acordo sobre Barreiras Técnicas ao Comércio
29021	Política Internacional	126.6.3.3	Rodada de Doha
29022	Política Internacional	126.6.3.4	Direitos de Propriedade Intelectual Relacionados ao Comércio Internacional
29023	Política Internacional	126.6.3.4.1	TRIPS - Agreement on Trade-Related Aspects of Intellectual Property Rights
29024	Política Internacional	126.6.4	General Agreement on Tariffs and Trade - GATT 47
29025	Política Internacional	126.6.5	Banco de Compensações Internacionais - BIS
29026	Política Internacional	126.6.6	Padrão Ouro
29027	Política Internacional	126.6.7	Conferência das Nações Unidas para Comércio e Desenvolvimento - UNCTAD
29028	Política Internacional	126.6.8	Sistema Geral de Preferências
29029	Política Internacional	126.7	Sistema Interamericano
29030	Política Internacional	126.7.1	Política Internacional Sul-Americana
29031	Política Internacional	126.7.1.1	Operação Pan-americana
29032	Política Internacional	126.7.2	Organização dos Estados Americanos - OEA
29033	Política Internacional	126.8	Tratados e Convenções Internacionais
29034	Política Internacional	126.8.1	Tratado de Petrópolis - 1903
29035	Política Internacional	126.8.2	Convenção Interamericana para a Eliminação de todas as Formas de Discriminação contra a Pessoa Portadora de Deficiência
29036	Política Internacional	126.8.3	Convenção de Chicago - Convenção sobre aviação Civil Internacional
29037	Política Internacional	126.9	Outros
29038	Política Internacional	126.10	Globalização
29039	Política Internacional	126.11	G - 20
29040	Política Internacional	126.13	Declarações
29041	Política Internacional	126.13.1	Declaração de Brasília
29042	Primeiros Socorros	127.1	Noções Introdutórias
29043	Primeiros Socorros	127.2	Avaliação da cena
29044	Primeiros Socorros	127.3	Avaliação da vítima
29045	Primeiros Socorros	127.4	Trauma
29046	Primeiros Socorros	127.5	Parada cardiorrespiratória
29047	Primeiros Socorros	127.6	Obstrução de vias áreas
29048	Primeiros Socorros	127.7	Desmaio
29049	Primeiros Socorros	127.8	Crise convulsiva
29050	Primeiros Socorros	127.9	Choque elétrico
29051	Primeiros Socorros	127.10	Choque Circulatório
29052	Primeiros Socorros	127.11	Queimadura
29053	Primeiros Socorros	127.12	Afogamento
29054	Primeiros Socorros	127.13	Hemorragia
29055	Primeiros Socorros	127.14	Feridas/Cortes
29056	Primeiros Socorros	127.15	Insolação
29057	Primeiros Socorros	127.16	Acidentes com animais/picadas
29058	Primeiros Socorros	127.17	Intoxicação
29059	Psicologia	128.1	Psicologia Clínica
29060	Psicologia	128.1.1	Teorias da Personalidade
29061	Psicologia	128.1.1.1	Teoria Psicanalítica Clássica
29062	Psicologia	128.1.1.2	Teoria Centrada na Pessoa
29063	Psicologia	128.1.1.3	Abordagem Comportamental
29064	Psicologia	128.1.1.4	Teorias Cognitivas e Cognitivas comportamentais
29065	Psicologia	128.1.2	Tipos de Psicoterapia
29066	Psicologia	128.1.2.1	Comportamental
29067	Psicologia	128.1.2.2	Cognitiva
29068	Psicologia	128.1.2.3	Psicanalítica
29069	Psicologia	128.1.2.4	Psicodrama
29070	Psicologia	128.1.2.5	Sistêmicas
29071	Psicologia	128.1.3	Psicopatologia
29072	Psicologia	128.1.3.1	Psicofarmacologia
29073	Psicologia	128.1.3.2	Semiologia Psiquiátrica e Critérios de Normalidade
29074	Psicologia	128.1.3.3	Dependência Química
29075	Psicologia	128.1.3.4	Psicossomática
29076	Psicologia	128.1.3.5	Transtornos de Personalidade
29077	Psicologia	128.1.3.6	Exames Mentais e Funções Psíquicas
29078	Psicologia	128.1.3.7	CID-10 e DSM
29079	Psicologia	128.1.3.8	Transtornos do Neurodesenvolvimento
29080	Psicologia	128.1.3.9	Transtornos do Humor
29081	Psicologia	128.1.3.10	Transtornos da Ansiedade
29082	Psicologia	128.1.3.11	Transtornos relacionados a traumas e estressores
29083	Psicologia	128.1.3.12	Transtornos Alimentares
29084	Psicologia	128.1.3.13	Esquizofrenia e outros Transtornos Psicóticos
29085	Psicologia	128.1.3.14	Transtornos Dissociativos
29086	Psicologia	128.1.3.15	Transtornos Neurocognitivos
29087	Psicologia	128.1.4	Avaliação Psicológica
29088	Psicologia	128.1.4.1	Psicodiagnóstico
29089	Psicologia	128.1.4.2	Testagem psicológica
29090	Psicologia	128.1.4.3	Técnicas de entrevista
29091	Psicologia	128.1.5	Documentos em Psicologia
29092	Psicologia	128.1.5.1	Declaração
29093	Psicologia	128.1.5.2	Atestado
29094	Psicologia	128.1.5.3	Relatório
29095	Psicologia	128.1.5.4	Parecer
29096	Psicologia	128.1.6	Psicologia do desenvolvimento
29097	Psicologia	128.1.7	Neuropsicologia
29098	Psicologia	128.1.8	Psicossomática
29099	Psicologia	128.2	Psicologia Organizacional
29100	Psicologia	128.2.1	Comportamento Organizacional
29101	Psicologia	128.2.2	Recrutamento e Seleção
29102	Psicologia	128.2.3	Clima e cultura Organizacional
29103	Psicologia	128.2.4	Gestão de pessoas
29104	Psicologia	128.2.5	Treinamento e desenvolvimento
29105	Psicologia	128.2.6	Avaliação de desempenho
29106	Psicologia	128.2.7	Psicopatologia do trabalho
29107	Psicologia	128.2.8	Trabalho em equipe
29108	Psicologia	128.2.9	Absenteísmo
29109	Psicologia	128.2.10	Análise de Cargos
29110	Psicologia	128.2.11	Análise do Trabalho
29111	Psicologia	128.2.12	Análise Institucional
29112	Psicologia	128.2.13	Assédio Moral
29113	Psicologia	128.2.14	Comunicação em Psicologia
29114	Psicologia	128.2.15	Conflito nas Organizações
29115	Psicologia	128.2.16	Estresse Laboral
29116	Psicologia	128.2.17	Ergonomia
29117	Psicologia	128.2.18	Gestão por Competências
29118	Psicologia	128.2.19	Grupos nas Organizações
29119	Psicologia	128.2.20	LER-DORT
29120	Psicologia	128.2.21	Liderança
29121	Psicologia	128.2.22	Motivação
29122	Psicologia	128.2.23	Movimentação de pessoas
29123	Psicologia	128.2.24	Mudança Organizacional
29124	Psicologia	128.2.25	Orientação Profissional
29125	Psicologia	128.2.26	Psicodinâmica do Trabalho
29126	Psicologia	128.2.27	Psicologia do Trabalho
29127	Psicologia	128.2.28	Qualidade de Vida
29128	Psicologia	128.2.29	Segurança no trabalho
29129	Psicologia	128.3	Psicologia Hospitalar
29130	Psicologia	128.4	Psicologia Social e Comunitária
29131	Psicologia	128.4.1	Foucault
29132	Psicologia	128.4.2	Intervenção Psicossocial
29133	Psicologia	128.4.3	Sociometria
29134	Psicologia	128.4.4	Conceito, Histórico, Atuação e Objetos de Estudo da Psicologia Social
29135	Psicologia	128.4.5	Representações Sociais, Atitudes, Comportamento, Estereótipos e Preconceitos
29136	Psicologia	128.4.6	Movimentos Sociais e de Massa
29137	Psicologia	128.4.7	Papéis Sociais e Relações de Gênero
29138	Psicologia	128.4.8	Psicologia Comunitária
29139	Psicologia	128.4.9	Psicologia e Cultura
29140	Psicologia	128.5	Psicologia do Trânsito
29141	Psicologia	128.6	Psicologia Esportiva
29142	Psicologia	128.7	Psicologia da Saúde
29143	Psicologia	128.7.1	Psicologia e Saúde
29144	Psicologia	128.7.1.1	Políticas Públicas
29145	Psicologia	128.7.1.1.1	Políticas Públicas de Saúde Mental
29146	Psicologia	128.7.1.1.2	Políticas Públicas no ECA
29147	Psicologia	128.7.1.1.3	Políticas Públicas no Estatuto do Idoso
29148	Psicologia	128.7.1.1.4	Políticas Públicas - Pessoas com Deficiência
29149	Psicologia	128.7.1.1.5	Políticas Públicas no SUS
29150	Psicologia	128.7.1.1.6	Políticas Públicas no SUAS
29151	Psicologia	128.7.1.1.7	Políticas Públicas no SINASE
29152	Psicologia	128.7.1.2	SUS - Sistema Único de Saúde
29153	Psicologia	128.7.2	Saúde Mental
29154	Psicologia	128.7.3	Luta Antimanicomial
29155	Psicologia	128.7.4	Processo Saúde-Doença
29156	Psicologia	128.7.5	Equipes de Saúde, Multidisciplinaridade e Interdisciplinaridade
29157	Psicologia	128.7.6	Saúde da Família
29158	Psicologia	128.7.7	Saúde Coletiva
29159	Psicologia	128.7.8	Doenças Crônico-Degenerativas
29160	Psicologia	128.7.9	Redução de Danos
29161	Psicologia	128.7.10	Cuidados Paliativos na Psicologia
29162	Psicologia	128.7.11	Promoção, Prevenção e Reabilitação em Saúde
29163	Psicologia	128.7.12	Dor, Estresse e Luto
29164	Psicologia	128.8	Psicologia das emergências e desastres
29165	Psicologia	128.9	Psicologia Jurídica/Forense
29166	Psicologia	128.9.1	Psicologia Jurídica: Conceito, Histórico e Atuação
29167	Psicologia	128.9.2	Vitimologia
29168	Psicologia	128.9.3	Família
29169	Psicologia	128.9.4	Conciliação e Mediação
29170	Psicologia	128.9.5	Guarda Compartilhada
29171	Psicologia	128.9.6	Violência Doméstica, Violência Contra a Mulher e Casos de Abuso
29172	Psicologia	128.9.7	Perícia Psicológica
29173	Psicologia	128.9.8	Psicologia Criminal e Carcerária
29174	Psicologia	128.9.9	Crianças e Adolescentes - Menores Infratores
29175	Psicologia	128.9.10	Adoção, Guarda e Tutela de Crianças e Adolescentes
29176	Psicologia	128.9.11	Louco Infrator
29177	Psicologia	128.10	Psicologia em Educação /Escolar
29178	Psicologia	128.11	Ética em Psicologia
29179	Psicologia	128.12	Interfaces da Psicologia
29180	Psicologia	128.13	Psicopedagogia
29181	Psicologia	128.14	Psicodiagnóstico e Avaliação Psicológica
29182	Psicologia	128.14.1	Anamnese
29183	Psicologia	128.14.2	Avaliação Psicológica
29184	Psicologia	128.14.3	Testes Psicológicos - Testes Psicométricos e Testes Projetivos
29185	Psicologia	128.15	Teorias e Técnicas Psicoterápicas
29186	Psicologia	128.15.1	Abordagem Centrada na Pessoa
29187	Psicologia	128.15.2	Behaviorismo
29188	Psicologia	128.15.3	Gestalt
29189	Psicologia	128.15.4	Grupos Terapêuticos
29190	Psicologia	128.15.5	Grupos Operativos
29191	Psicologia	128.15.6	Terapia familiar
29192	Psicologia	128.15.7	Ludoterapia
29193	Psicologia	128.16	Teorias da Personalidade
29194	Psicologia	128.16.1	D. W. Winnicott
29195	Psicologia	128.16.2	Freud
29196	Psicologia	128.16.3	Jung
29197	Psicologia	128.16.4	Kurt Lewin
29198	Psicologia	128.16.5	Melanie Klein
29199	Psicologia	128.16.6	Piaget
29200	Psicologia	128.16.7	Spitz
